ident,name,type,latitude_d,longitude_,elevation_,municipali,LLG_Pcode,LLG_Name,Dis_Pcode,District_Name,Prov_Pcode,Prov_name
AYVM,Torembi Airport,small_airport,-4.0165,143.1329,90,Torembi,PG140519,Burui/Kunai Rural LLG,PG1405,Wosera Gawi District,PG14,East Sepik Province
TOK,Torokina Airport,small_airport,-6.2015,155.063,130,Torokina,PG200312,Torokina LLG,PG2003,South Bougainville District,PG20,Autonomous Region of Bougainville
AYDP,Tsendiap Airstrip,small_airport,-5.3599,144.4462,1565,Tsendiap,PG220406,Jimi Rural LLG,PG2204,Jimi District,PG22,Jiwaka Province
AYTS,Tsewi Airport,small_airport,-7.0695,146.1272,4185,Tsewi,PG120721,Kome Rural LLG,PG1207,Menyamya District,PG12,Morobe Province
TSI,Tsile Tsile Airport,small_airport,-6.8498,146.3554,500,Tsile Tsile,PG120311,Wampar Rural LLG,PG1203,Huon District,PG12,Morobe Province
AYQU,Tsumba Airstrip,small_airport,-4.6581,144.6082,89,Tsumba Mission,PG130307,Arabaka Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
PG-TFI,Tufi Airport,small_airport,-9.075954437,149.3198395,85,Tufi,PG060102,Tufi Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
TLP,Tumolbil Airport,small_airport,-4.7748,141.0133,3590,Tumolbil,PG150311,Yapsie Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
PG-0090,Turnbull Field,closed,-10.301537,150.38575,100,Alotau,PG050105,Huhu Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
AYUV,Tuvau Airstrip,small_airport,-6.6025,145.8372,5300,Tuvau,PG110608,Lamari Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYUC,Umba Airport,small_airport,-7.0214,145.966,5950,Umba,PG120721,Kome Rural LLG,PG1207,Menyamya District,PG12,Morobe Province
AYUR,Upiara Airport,small_airport,-8.5411,142.6503,52,Upiara,PG010314,Oriomo-Bituri Rural LLG,PG0103,South Fly District,PG01,Western Province
AYUE,Uroubi Airport,small_airport,-9.5162,148.5591,481,Uroubi,PG060109,Safia Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
AYUX,Usarumpia Airstrip,small_airport,-6.9858,145.8102,5820,Usarumpia,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
USO,Usino Airport,closed,-5.5276,145.371,430,Usino,PG130616,Usino Rural LLG,PG1306,Usino Bundi District,PG13,Madang Province
ATUA,Utai Airstrip,small_airport,-3.386,141.5868,707,Utai,PG150412,Amanab Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYUA,Utai Airstrip,small_airport,-3.386,141.5868,707,Utai,PG150412,Amanab Rural LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
AYUZ,Uvol Airport,small_airport,-6.0178,150.9557,15,Uvol,PG180312,Melkoi Rural LLG,PG1803,Pomio District,PG18,East New Britain Province
AYVA,Vailala Airstrip,small_airport,-7.7677,145.4857,85,Hepa,PG020209,Ihu Rural LLG,PG0202,Kikori District,PG02,Gulf Province
AYVN,Vanimo Airport,medium_airport,-2.6926,141.3028,10,Vanimo,PG150415,Vanimo Urban LLG,PG1504,Vanimo/Green River District,PG15,West Sepik (Sandaun) Province
VIV,Vivigani Airfield,small_airport,-9.303333333,150.3188889,117,Vivigani,PG050313,Goodenough Isla LLG,PG0503,Kiriwina-Goodenough District,PG05,Milne Bay Province
WAB,Wabag Airport,closed,-5.4915,143.72,6800,Wabag,PG080410,Wabag Urban LLG,PG0804,Wabag District,PG08,Enga Province
AYWB,Wabo Airport,small_airport,-6.989444444,145.0751111,132,Wabo,PG020207,Baimuru Rural LLG,PG0202,Kikori District,PG02,Gulf Province
WGU,Wagau Airport,closed,-6.8519,146.8022,3853,Wagau,PG120129,Buang Rural LLG,PG1201,Bulolo District,PG12,Morobe Province
AYWQ,Wakunai Airport,small_airport,-5.8603,155.2223,20,Wakunai,PG200207,Wakunai LLG,PG2002,Central Bougainville District,PG20,Autonomous Region of Bougainville
AGL,Wanigela Airport,small_airport,-9.3375,149.1555556,53,,PG060102,Tufi Rural LLG,PG0601,Ijivitari District,PG06,Northern (Oro) Province
WTT,Wantoat Airport,small_airport,-6.1325,146.4677778,3900,Wantoat,PG120619,Wantoat/Leron Rural LLG,PG1206,Markham District,PG12,Morobe Province
WNU,Wanuma Airport,small_airport,-4.8961,145.3213,2260,Wanuma,PG130308,Josephstaal Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
AYWD,Wapenamanda Airport,medium_airport,-5.643300056,143.8950043,5889,,PG080513,Wapenamanda Rural LLG,PG0805,Wapenamanda District,PG08,Enga Province
WBC,Wapolu Airport,small_airport,-9.3376,150.5093,45,Wapolu,PG050414,West Ferguson Rural LLG,PG0504,Esa'ala District,PG05,Milne Bay Province
AYWV,Warasai Airstrip,small_airport,-4.012,142.51,150,Warasai,PG150217,Maimai Wanwan LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
AYWS,Wasu Airport,small_airport,-5.961709449,147.1982253,34,Wasu,PG120928,Wasu Rural LLG,PG1209,Tawae/Siassi District,PG12,Morobe Province
WSA,Wasua Airport,small_airport,-8.2836,142.8697,45,Wasua,PG010103,Gogodala Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYZM,Wasum Airport,small_airport,-6.0491,149.337,175,Wasum,PG190103,Kandrian Coastal Rural LLG,PG1901,Kandrian/Gloucester District,PG19,West New Britain Province
AYWU,Wau Airport,small_airport,-7.345555556,146.7186111,3600,Wau,PG120104,Wau/Bulolo Urban LLG,PG1201,Bulolo District,PG12,Morobe Province
AYWF,Wawoi Falls Airport,small_airport,-6.9523,142.6557,370,Wavoi Falls,PG010102,Bamu Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYXW,Weam Airport,small_airport,-8.6184,141.1381,50,Weam,PG010313,Morehead Rural LLG,PG0103,South Fly District,PG01,Western Province
WED,Wedau Airport,small_airport,-10.0954,150.0826,90,Wedau,PG050103,Weraura Rural LLG,PG0501,Alotau District,PG05,Milne Bay Province
AYWK,Wewak International Airport,medium_airport,-3.583830118,143.6690063,19,Wewak,PG140418,Wewak Urban LLG,PG1404,Wewak District,PG14,East Sepik Province
PG-WPM,Wipim Airport,small_airport,-8.788220406,142.8820038,173,Wipim,PG010314,Oriomo-Bituri Rural LLG,PG0103,South Fly District,PG01,Western Province
AYIX,Witu Airport,small_airport,-4.689522,149.440112,25,Garove Island,PG190207,Bali/Witu Rural LLG,PG1902,Talasea District,PG19,West New Britain Province
PG-0024,Wobagen Airstrip,small_airport,-5.274722222,142.0341667,6050,,PG150309,Oksapmin Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYWT,Woitape Airport,small_airport,-8.545833333,147.2525,5200,Fatima Mission,PG030206,Woitape Rural LLG,PG0302,Goilala District,PG03,Central Province
AYWO,Wonenara Airport,small_airport,-6.796861111,145.8919444,5028,Wonenara,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYVP,Woposali Airstrip,small_airport,-6.6577,144.2974,2009,Woposali,PG070308,Erave Rural LLG,PG0703,Kagua/Erave District,PG07,Southern Highlands Province
AYBX,Wowobo Airstrip,small_airport,-7.3405,144.5477,74,Wowobo,PG020208,East Kikori Rural LLG,PG0202,Kikori District,PG02,Gulf Province
WUV,Wuvulu Island Airport,small_airport,-1.736111111,142.8366667,16,Wuvulu Island,PG160101,Aua Wuvulu LLG,PG1601,Manus District,PG16,Manus Province
AYBY,Wuyabo Airstrip,small_airport,-6.8378,145.8732,6400,Wuyabo,PG110609,Yelia Rural LLG,PG1106,Obura/Wonenara District,PG11,Eastern Highlands Province
AYYQ,Yagrombok Airstrip,small_airport,-3.585,142.6285,1509,Yagrombok,PG140102,Dreikikier Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYYE,Yalumet Airport,small_airport,-6.09,147.0117,2600,Yalumet,PG120412,Deyamos Rural LLG,PG1204,Kabwum District,PG12,Morobe Province
AYYJ,Yanungen Airstrip,small_airport,-3.4574,142.54,1880,Yanungen,PG150206,Palmai Rural LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
KPE,Yapsiei Airport,small_airport,-4.628055556,141.0941667,600,,PG150311,Yapsie Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
PG-0087,Yassip Airstrip,closed,-3.512,142.702,1630,Yassip Mission,PG140102,Dreikikier Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYYR,Yasuru Airport,small_airport,-6.6015,146.1813,1520,Yasuru,PG120617,Onga/Waffa Rural LLG,PG1206,Markham District,PG12,Morobe Province
AYYD,Yatoam Airstrip,small_airport,-5.0949,142.3846,2060,Yatoam,PG210515,Lake Kopiago Rural LLG,PG2105,Koroba/Kopiago District,PG21,Hela Province
AYYV,Yawa Airstrip,small_airport,-4.1003,142.1351,120,Yawa,PG140101,Ambunti Rural LLG,PG1401,Ambunti/Drekikier District,PG14,East Sepik Province
AYYW,Yawan Airstrip,small_airport,-6.1339,146.8438,4870,Yawan,PG120414,Yus Rural LLG,PG1204,Kabwum District,PG12,Morobe Province
AYXY,Yebil Airstrip,small_airport,-3.4625,141.9559,1400,Yebil,PG150104,West Wapei Rural LLG,PG1501,Aitape/Lumi District,PG15,West Sepik (Sandaun) Province
PGE,Yegepa Airport,small_airport,-7.134444444,146.1563889,4179,,PG120722,Wapi Rural LLG,PG1207,Menyamya District,PG12,Morobe Province
PG-0072,Yehebi Airstrip,small_airport,-6.3928,142.2661,335,Yehebi,PG010105,Nomad Rural LLG,PG0101,Middle Fly District,PG01,Western Province
AYYG,Yemin Airstrip,small_airport,-3.967,142.2912,230,Yemin,PG150217,Maimai Wanwan LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
YEQ,Yenkis(Yankisa) Airport,small_airport,-5.109722222,143.9176667,3692,,PG080205,Wapi-Yengis Rural LLG,PG0802,Kompiam District,PG08,Enga Province
AYXE,Yeva Airport,small_airport,-7.548,146.188,4510,Yeva,PG120734,Nanima Kariba LLG,PG1207,Menyamya District,PG12,Morobe Province
AYYI,Yili Airstrip,small_airport,-3.5322,142.1645,1500,Yili,PG150207,Yangkok Rural LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
AYZY,Yilui Airstrip,small_airport,-3.9292,142.2045,265,Yilui,PG150308,Namea Rural LLG,PG1503,Telefomin District,PG15,West Sepik (Sandaun) Province
AYYN,Yimnalem Airstrip,small_airport,-5.1441,144.5956,4800,Yimnalem,PG130309,Simbai Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
PG-0086,Yinugen Airstrip,closed,-3.457,142.54,1860,Yinugen,PG150206,Palmai Rural LLG,PG1502,Nuku District,PG15,West Sepik (Sandaun) Province
AYJE,Yomneri Airstrip,small_airport,-5.237,144.6007,6100,Yomneri,PG130309,Simbai Rural LLG,PG1303,Middle Ramu District,PG13,Madang Province
AYJO,Yongai Airport,small_airport,-8.5289,147.4603,6500,Yongai,PG030206,Woitape Rural LLG,PG0302,Goilala District,PG03,Central Province
ZEN,Zenag Airport,small_airport,-6.952222222,146.61625,3200,Zenag,PG120101,Mumeng Rural LLG,PG1201,Bulolo District,PG12,Morobe Province
AYZZ,Zuebak Airstrip,small_airport,-6.3088,146.5568,3560,Zuebak,PG120619,Wantoat/Leron Rural LLG,PG1206,Markham District,PG12,Morobe Province
